,Date,Hour,Minute,EST,Elevation angle,Zenith (Incidence) angle,wind_speed (m/s),wind_direction (deg),mixing_height,overall_cloud_cover,time_interval,stability_class
2023-02-03 23:49:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,88.94462510681758,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:50:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,30.363435435393896,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:51:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,201.46404875956932,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:52:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,52.00805646209111,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:53:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,313.6391680838468,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:54:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,114.867629208637,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:55:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,36.93579218423705,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:56:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,199.46833318992782,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:57:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,337.37445904077003,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:58:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,35.603341286144456,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:59:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,339.84045964323013,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:00:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,141.92971011111553,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:01:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,80.74314822704322,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:02:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,338.486057416638,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:03:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,60.751930460964864,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:04:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,139.6480886406673,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:05:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,125.48840377980011,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:06:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,207.7671927389543,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:07:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,141.1930447339924,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:08:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,135.68184776602058,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:09:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,49.452526628238445,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:10:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,221.9065732404643,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:11:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,331.6341751483789,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:12:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,272.6426055273289,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:13:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,193.55477634969893,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:14:00,20230204,0.0,0,00:00:00,-64.28,154.28,0.001,196.73386037683386,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:15:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,144.71371068119547,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:16:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,317.2204780257605,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:17:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,204.48680037159284,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:18:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,36.951685802840146,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:19:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,141.76981272185216,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:20:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,272.02884459124624,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:21:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,128.05465744383864,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:22:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,323.54407724434395,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:23:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,205.9389478476435,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:24:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,221.0858989738582,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:25:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,302.96348235048106,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:26:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,73.3528919947077,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:27:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,289.924160267575,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:28:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,37.27881180405159,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:29:00,20230204,0.0,15,00:15:00,-65.06,155.06,0.001,28.399362704959824,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:30:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,290.0893874123056,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:31:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,10.509138853240687,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:32:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,38.910874924756634,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:33:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,341.4964045998657,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:34:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,103.14507815125454,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:35:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,171.47411728384597,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:36:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,49.379186960225574,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:37:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,77.16446969285657,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:38:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,348.49124300114045,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:39:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,323.69684540916137,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:40:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,80.66246917656294,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:41:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,220.35482578817633,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:42:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,112.81187007570529,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:43:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,241.02337274913924,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:44:00,20230204,0.0,30,00:30:00,-65.44,155.44,0.001,292.95410837910254,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:45:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,36.12491518051741,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:46:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,172.40539692727864,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:47:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,147.01751720502617,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:48:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,63.457236661780264,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:49:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,34.722500651088836,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:50:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,320.2625474215535,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:51:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,334.17021861261355,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:52:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,282.4610430358429,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:53:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,135.51965959930678,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:54:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,100.06599730932436,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:55:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,181.68449112260254,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:56:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,344.8368596526129,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:57:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,162.36351541861978,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:58:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,94.70786938237995,20000.0,0.0,0 days 00:01:00,G
2023-02-04 00:59:00,20230204,0.0,45,00:45:00,-65.39,155.39,0.001,205.02947672691036,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:00:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,217.72559543868425,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:01:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,321.54762698698124,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:02:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,135.6237331118563,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:03:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,94.33132473469098,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:04:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,1.5376756758651355,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:05:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,143.4510351951931,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:06:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,349.99877519273696,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:07:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,170.45234161005783,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:08:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,254.7829799496554,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:09:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,171.2024649478714,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:10:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,174.3894671351429,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:11:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,25.185571033820274,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:12:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,20.267032221825808,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:13:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,312.6048806069226,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:14:00,20230204,1.0,0,01:00:00,-64.92,154.92000000000002,0.001,114.93878212095635,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:15:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,121.49890641842579,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:16:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,291.910167175361,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:17:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,232.89451324565917,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:18:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,143.7257493379845,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:19:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,318.48232332484514,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:20:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,112.1082349658594,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:21:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,227.03861762734863,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:22:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,237.14179294316762,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:23:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,28.74230760957162,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:24:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,92.85299666884484,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:25:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,237.43802555796574,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:26:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,84.16366079233873,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:27:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,285.198783854045,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:28:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,30.970759604947116,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:29:00,20230204,1.0,15,01:15:00,-64.05,154.05,0.001,291.12025116981573,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:30:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,139.52926739928955,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:31:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,139.36523854044438,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:32:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,158.91427697689184,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:33:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,280.5311079962141,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:34:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,213.75440545919338,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:35:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,223.28859946212435,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:36:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,134.46037184314594,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:37:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,201.7831625777163,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:38:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,214.29524609015454,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:39:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,284.0365480979294,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:40:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,349.3558061650618,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:41:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,85.11836052029125,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:42:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,67.97511611455845,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:43:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,98.12709926034623,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:44:00,20230204,1.0,30,01:30:00,-62.82,152.82,0.001,113.36245424629723,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:45:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,235.16790016624373,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:46:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,76.32200301883466,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:47:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,120.58203700980624,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:48:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,194.23200157009092,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:49:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,281.3743593910468,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:50:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,47.7904304233853,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:51:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,342.003535539655,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:52:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,129.76534904500065,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:53:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,192.8937843455049,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:54:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,180.2126890510795,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:55:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,11.001563385376038,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:56:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,157.35623461658508,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:57:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,267.64150036006066,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:58:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,233.0758788320242,20000.0,0.0,0 days 00:01:00,G
2023-02-04 01:59:00,20230204,1.0,45,01:45:00,-61.27,151.27,0.001,229.4178766986763,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:00:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,111.95305344349504,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:01:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,14.832750966777608,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:02:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,195.34668192504932,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:03:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,200.59274626454265,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:04:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,154.77841911904733,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:05:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,344.93117705376727,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:06:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,271.8781177092336,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:07:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,153.32528113612693,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:08:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,220.10844779267842,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:09:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,310.8357322844972,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:10:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,338.8899409080437,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:11:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,319.6163573886778,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:12:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,137.42865187327507,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:13:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,139.2092151233644,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:14:00,20230204,2.0,0,02:00:00,-59.47,149.47,0.001,204.7697129541118,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:15:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,187.81180380161445,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:16:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,141.67282408397116,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:17:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,265.603743573551,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:18:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,32.94762105013597,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:19:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,21.148990980928254,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:20:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,145.53654574578218,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:21:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,116.74177427916666,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:22:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,269.3375711455047,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:23:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,198.72898268070549,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:24:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,21.2692928650969,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:25:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,11.195862029143026,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:26:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,98.14485784986738,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:27:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,234.8841006541586,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:28:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,17.86424554928535,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:29:00,20230204,2.0,15,02:15:00,-57.44,147.44,0.001,282.08576978272464,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:30:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,34.33300286935194,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:31:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,57.41787086932107,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:32:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,196.8312917736519,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:33:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,322.78330139671596,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:34:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,118.39333886064894,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:35:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,111.63306726923322,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:36:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,142.01324860767335,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:37:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,183.60931324655013,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:38:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,35.32222568654991,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:39:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,263.1133763610118,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:40:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,296.77929967555093,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:41:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,349.5582507102768,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:42:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,61.76820001394634,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:43:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,237.2738485101819,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:44:00,20230204,2.0,30,02:30:00,-55.24,145.24,0.001,190.02412051970467,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:45:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,17.66357101565301,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:46:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,292.5131397054445,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:47:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,65.5414830736844,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:48:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,271.90337622078727,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:49:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,184.48032619854166,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:50:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,76.11483803818057,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:51:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,84.29436709499443,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:52:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,120.94096070910908,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:53:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,357.25889736573953,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:54:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,1.1363371458927318,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:55:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,345.8056496729563,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:56:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,84.4138934787074,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:57:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,303.9523489362986,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:58:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,64.69217556691264,20000.0,0.0,0 days 00:01:00,G
2023-02-04 02:59:00,20230204,2.0,45,02:45:00,-52.89,142.89,0.001,318.4291471307203,20000.0,0.0,0 days 00:01:00,G
2023-02-04 03:00:00,20230204,3.0,0,03:00:00,-50.42,140.42000000000002,0.001,307.7020653091824,20000.0,0.0,0 days 00:01:00,G
2023-02-04 03:01:00,20230204,3.0,0,03:00:00,-50.42,140.42000000000002,0.001,91.51339178263322,20000.0,0.0,0 days 00:01:00,G
2023-02-04 03:02:00,20230204,3.0,0,03:00:00,-50.42,140.42000000000002,0.001,108.04722481626824,20000.0,0.0,0 days 00:01:00,G
2023-02-04 03:03:00,20230204,3.0,0,03:00:00,-50.42,140.42000000000002,0.001,267.20058160954727,20000.0,0.0,0 days 00:01:00,G
